id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_is_active,away_venue_id,away_score,away_winner,game_id,season,season_type,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,away_color,away_alternate_color,away_logo,status_type_alt_detail,game_json,game_json_url,game_date_time,game_date,PBP,team_box,player_box
400407864,s:40~l:59~e:400407864~c:400407864,2012-10-01T01:00Z,8479,TRUE,FALSE,FALSE,FALSE,2012-10-01T01:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,0,0.0,6,3,STATUS_FINAL,post,TRUE,Final,Final/2OT,Final/2OT,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,86,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,2029,79,FALSE,400407864,2012,3,2184,KeyArena,Seattle,WA,17459,TRUE,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2OT,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/400407864.json,2012-10-01T01:00:00Z,2012-09-30,TRUE,TRUE,TRUE
400409185,s:40~l:59~e:400409185~c:400409185,2012-09-30T20:00Z,6890,TRUE,FALSE,FALSE,FALSE,2012-09-30T20:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,88,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,,103,TRUE,400409185,2012,3,1827,State Farm Arena,Atlanta,GA,16888,TRUE,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/400409185.json,2012-09-30T20:00:00Z,2012-09-30,TRUE,TRUE,TRUE
400409182,s:40~l:59~e:400409182~c:400409182,2012-09-29T23:00Z,7854,TRUE,FALSE,FALSE,FALSE,2012-09-29T23:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,62,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,TRUE,2160,75,TRUE,400409182,2012,3,1826,Prudential Center,Newark,NJ,18500,FALSE,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/400409182.json,2012-09-29T23:00:00Z,2012-09-29,TRUE,TRUE,TRUE
400407863,s:40~l:59~e:400407863~c:400407863,2012-09-29T19:00Z,5293,TRUE,FALSE,FALSE,FALSE,2012-09-29T19:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,,94,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,TRUE,1841,101,TRUE,400407863,2012,3,780,AT&T Center,San Antonio,TX,18500,FALSE,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/400407863.json,2012-09-29T19:00:00Z,2012-09-29,TRUE,TRUE,TRUE
400407862,s:40~l:59~e:400407862~c:400407862,2012-09-29T01:00Z,9213,TRUE,FALSE,FALSE,FALSE,2012-09-29T01:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,78,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,2184,70,FALSE,400407862,2012,3,2029,Target Center,Minneapolis,MN,19006,FALSE,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/400407862.json,2012-09-29T01:00:00Z,2012-09-28,TRUE,TRUE,TRUE
400409184,s:40~l:59~e:400409184~c:400409184,2012-09-28T23:00Z,7776,TRUE,FALSE,FALSE,FALSE,2012-09-28T23:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,66,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,TRUE,1827,75,TRUE,400409184,2012,3,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/400409184.json,2012-09-28T23:00:00Z,2012-09-28,TRUE,TRUE,TRUE
400407861,s:40~l:59~e:400407861~c:400407861,2012-09-28T02:00Z,5013,TRUE,FALSE,FALSE,FALSE,2012-09-28T02:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,93,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,FALSE,780,86,FALSE,400407861,2012,3,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,000000,c7cfd4,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/400407861.json,2012-09-28T02:00:00Z,2012-09-27,TRUE,TRUE,TRUE
400409181,s:40~l:59~e:400409181~c:400409181,2012-09-28T00:00Z,5520,TRUE,FALSE,FALSE,FALSE,2012-09-28T00:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,65,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,TRUE,1826,60,FALSE,400409181,2012,3,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/400409181.json,2012-09-28T00:00:00Z,2012-09-27,TRUE,TRUE,TRUE
320923005,s:40~l:59~e:320923005~c:320923005,2012-09-23T21:00Z,9225,TRUE,FALSE,FALSE,FALSE,2012-09-23T21:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,91,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,FALSE,1911,58,FALSE,320923005,2012,2,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,11213e,c5d646,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320923005.json,2012-09-23T21:00:00Z,2012-09-23,TRUE,TRUE,TRUE
320923018,s:40~l:59~e:320923018~c:320923018,2012-09-23T21:00Z,9143,TRUE,FALSE,FALSE,FALSE,2012-09-23T21:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,92,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,TRUE,1827,72,FALSE,320923018,2012,2,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320923018.json,2012-09-23T21:00:00Z,2012-09-23,TRUE,TRUE,TRUE
320923011,s:40~l:59~e:320923011~c:320923011,2012-09-23T19:00Z,7576,TRUE,FALSE,FALSE,FALSE,2012-09-23T19:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,57,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,2184,71,TRUE,320923011,2012,2,1949,Footprint Center,Phoenix,AZ,17071,TRUE,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320923011.json,2012-09-23T19:00:00Z,2012-09-23,TRUE,TRUE,TRUE
320923017,s:40~l:59~e:320923017~c:320923017,2012-09-23T19:00Z,8084,TRUE,FALSE,FALSE,FALSE,2012-09-23T19:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,,99,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,2029,84,FALSE,320923017,2012,2,780,AT&T Center,San Antonio,TX,18500,FALSE,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320923017.json,2012-09-23T19:00:00Z,2012-09-23,TRUE,TRUE,TRUE
320922019,s:40~l:59~e:320922019~c:320922019,2012-09-23T00:00Z,6721,TRUE,FALSE,FALSE,FALSE,2012-09-23T00:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,77,TRUE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,TRUE,1823,58,FALSE,320922019,2012,2,977,Allstate Arena,Glenview,IL,0,FALSE,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320922019.json,2012-09-23T00:00:00Z,2012-09-22,TRUE,TRUE,TRUE
320922009,s:40~l:59~e:320922009~c:320922009,2012-09-22T18:00Z,8508,TRUE,FALSE,FALSE,FALSE,2012-09-22T18:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,91,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,FALSE,1911,74,FALSE,320922009,2012,2,1826,Prudential Center,Newark,NJ,18500,FALSE,11213e,c5d646,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320922009.json,2012-09-22T18:00:00Z,2012-09-22,TRUE,TRUE,TRUE
320921011,s:40~l:59~e:320921011~c:320921011,2012-09-22T02:00Z,7217,TRUE,FALSE,FALSE,FALSE,2012-09-22T02:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,66,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,2029,89,TRUE,320921011,2012,2,1949,Footprint Center,Phoenix,AZ,17071,TRUE,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320921011.json,2012-09-22T02:00:00Z,2012-09-21,TRUE,TRUE,TRUE
320921014,s:40~l:59~e:320921014~c:320921014,2012-09-22T02:00Z,8494,TRUE,FALSE,FALSE,FALSE,2012-09-22T02:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,84,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,FALSE,780,75,FALSE,320921014,2012,2,2184,KeyArena,Seattle,WA,17459,TRUE,000000,c7cfd4,,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320921014.json,2012-09-22T02:00:00Z,2012-09-21,TRUE,TRUE,TRUE
320921016,s:40~l:59~e:320921016~c:320921016,2012-09-21T23:00Z,7702,TRUE,FALSE,FALSE,FALSE,2012-09-21T23:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,53,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,,66,TRUE,320921016,2012,2,1823,Capital One Arena,Washington,DC,20362,TRUE,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320921016.json,2012-09-21T23:00:00Z,2012-09-21,TRUE,TRUE,TRUE
320920006,s:40~l:59~e:320920006~c:320920006,2012-09-21T02:30Z,10217,TRUE,FALSE,FALSE,FALSE,2012-09-21T02:30Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,92,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,2029,76,FALSE,320920006,2012,2,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320920006.json,2012-09-21T02:30:00Z,2012-09-20,TRUE,TRUE,TRUE
320920003,s:40~l:59~e:320920003~c:320920003,2012-09-21T00:00Z,5661,TRUE,FALSE,FALSE,FALSE,2012-09-21T00:00Z,"","",1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,,78,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,TRUE,1826,66,FALSE,320920003,2012,2,1911,BOK Center,Tulsa,OK,0,FALSE,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,,TRUE,https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/320920003.json,2012-09-21T00:00:00Z,2012-09-20,TRUE,TRUE,TRUE
